1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
1,0.996823,0.993667,0.990537,0.987429,0.984407,0.981461,0.978605,0.976041,0.973204,0.970694,0.968263,0.965922,0.963694,0.961512,0.959224,0.958476,0.956665,0.95523,0.953876,0.952604,0.95155,0.950584,0.949729,0.949306,0.94841,0.947885,0.947465,0.947,0.946685,0.946332,0.945845,0.94684,0.946681,0.946883,0.947107,0.947401,0.947843,0.948404,0.948955,0.95005,0.950621,0.951601,0.952656,0.95377,0.955041,0.956306,0.9575,0.96018,0.96186,0.963865,0.966027,0.968212,0.970646,0.973174,0.975828,0.978791,0.98148,0.984433,0.987452,0.990514,0.993649,0.996819,1,
1,0.993662,0.987367,0.981122,0.974922,0.968893,0.963016,0.957318,0.952202,0.946544,0.941536,0.936686,0.932016,0.927571,0.923218,0.918656,0.917159,0.913547,0.910684,0.907983,0.905446,0.903343,0.901417,0.899712,0.898865,0.897078,0.896032,0.895193,0.894266,0.893637,0.892936,0.891966,0.893945,0.893629,0.894032,0.894479,0.895065,0.895948,0.897066,0.898166,0.900349,0.90149,0.903445,0.90555,0.907772,0.910307,0.912832,0.915217,0.920558,0.923911,0.927912,0.932223,0.936583,0.941439,0.946482,0.951776,0.957687,0.963054,0.968945,0.974967,0.981076,0.98733,0.993654,1,
1,0.990532,0.98113,0.971801,0.962541,0.953534,0.944757,0.936243,0.928599,0.92015,0.912669,0.905424,0.898449,0.89181,0.88531,0.878501,0.876252,0.87086,0.866583,0.862549,0.858761,0.855617,0.85274,0.850194,0.848924,0.846259,0.844697,0.843442,0.842061,0.841122,0.840078,0.838636,0.841574,0.841107,0.841709,0.842376,0.843252,0.844572,0.846242,0.847886,0.851141,0.85285,0.855769,0.858914,0.862234,0.866022,0.869797,0.873365,0.88133,0.886341,0.892318,0.898758,0.905272,0.912525,0.920058,0.927966,0.936792,0.944812,0.953612,0.962608,0.971732,0.981075,0.99052,1,
1,0.987449,0.974986,0.962619,0.950345,0.938406,0.92677,0.915484,0.905346,0.894151,0.884233,0.87463,0.865384,0.856586,0.847975,0.83896,0.835953,0.82881,0.823139,0.817792,0.812773,0.808606,0.804792,0.801417,0.799724,0.796199,0.794128,0.792464,0.790636,0.789394,0.788017,0.78612,0.78998,0.789369,0.790166,0.791052,0.792215,0.793964,0.796176,0.798359,0.802662,0.804936,0.808805,0.812974,0.817378,0.822401,0.82741,0.832151,0.842684,0.849332,0.857255,0.865791,0.874429,0.884044,0.89403,0.904513,0.916209,0.926843,0.938508,0.950434,0.96253,0.974914,0.987434,1,
1,0.984429,0.968964,0.95362,0.938392,0.92358,0.909141,0.895138,0.882553,0.868668,0.856362,0.844447,0.832978,0.822065,0.811388,0.80022,0.796448,0.787595,0.780558,0.773924,0.7677,0.762528,0.757797,0.753609,0.751493,0.747133,0.744563,0.742498,0.740237,0.738699,0.737,0.734669,0.739404,0.738659,0.739646,0.740747,0.742193,0.744363,0.747106,0.749818,0.75514,0.757973,0.762773,0.767947,0.773415,0.77965,0.785873,0.791773,0.804801,0.813058,0.822888,0.833479,0.844201,0.856129,0.86852,0.881527,0.896031,0.909231,0.923705,0.938502,0.95351,0.968875,0.98441,1,
1,0.981482,0.963091,0.944845,0.926736,0.909121,0.89195,0.875297,0.86032,0.843817,0.829181,0.815013,0.801377,0.788404,0.775716,0.762462,0.757916,0.747401,0.73903,0.731143,0.723746,0.717594,0.711968,0.706988,0.70445,0.699283,0.696226,0.69377,0.691089,0.689265,0.687259,0.684518,0.690072,0.689205,0.690377,0.691688,0.693411,0.695991,0.69925,0.702482,0.708785,0.712175,0.717881,0.724035,0.730544,0.737961,0.745374,0.752416,0.767851,0.777682,0.789372,0.801967,0.814722,0.828906,0.843642,0.85911,0.876349,0.892056,0.909268,0.926865,0.944714,0.962986,0.98146,1,
1,0.978624,0.957393,0.936329,0.915426,0.895091,0.875269,0.856045,0.838741,0.819704,0.802806,0.786452,0.770715,0.755746,0.741114,0.725847,0.72052,0.708398,0.698733,0.68963,0.681097,0.673993,0.6675,0.661752,0.658792,0.652852,0.649324,0.646486,0.643404,0.641304,0.639008,0.635886,0.642193,0.641218,0.642567,0.644084,0.646079,0.649056,0.652816,0.656554,0.663796,0.667735,0.67432,0.681426,0.688947,0.697514,0.706088,0.71425,0.731991,0.743354,0.75685,0.771388,0.78612,0.802492,0.819504,0.83736,0.857246,0.87539,0.895259,0.915573,0.936179,0.957273,0.978599,1,
1,0.975864,0.951891,0.928108,0.904508,0.881547,0.859166,0.837458,0.817903,0.796424,0.777341,0.758878,0.741115,0.724221,0.707718,0.690524,0.684407,0.670742,0.659825,0.64955,0.639923,0.6319,0.624569,0.61808,0.6147,0.608026,0.60404,0.600835,0.59737,0.595007,0.592439,0.588969,0.595958,0.594888,0.596407,0.598124,0.600383,0.603743,0.607985,0.612215,0.62035,0.624829,0.632262,0.640288,0.64879,0.65847,0.668171,0.677429,0.697362,0.710212,0.72545,0.741864,0.758508,0.776991,0.796201,0.816363,0.838798,0.8593,0.881734,0.904672,0.927941,0.951758,0.975836,1,
1,0.973212,0.946606,0.92021,0.894021,0.868538,0.843698,0.819605,0.79788,0.774062,0.75288,0.732391,0.712684,0.693945,0.675652,0.656622,0.649708,0.634569,0.62245,0.611049,0.600375,0.591467,0.583331,0.576132,0.572334,0.564966,0.560542,0.556981,0.553155,0.550543,0.547722,0.543937,0.551531,0.550383,0.552064,0.553975,0.55649,0.560218,0.564921,0.569628,0.578604,0.583615,0.591861,0.600772,0.610219,0.620969,0.631761,0.642089,0.66409,0.678375,0.695287,0.713502,0.731985,0.752497,0.773817,0.796193,0.821072,0.843845,0.868743,0.8942,0.920028,0.94646,0.973181,1,
